DOI,Title,Year,First Authors,Affiliation
https://doi.org/10.1016/j.rse.2019.111295,Generating intra-year metrics of wildfire progression using multiple open-access satellite data streams,2019,"['Crowley, MA', 'Cardille, JA', 'White, JC', 'Wulder, MA']",McGill University
https://doi.org/10.1002/wsb.923,Natural and anthropogenic factors affecting Allegheny woodrat occupancy,2018,"['Lombardi, JV', 'Castleberry, SB', 'Mengak, MT', 'Terrell, VK']",University System of Georgia
https://doi.org/10.1016/j.gecco.2018.e00487,Pinon-juniper fuels reduction treatment impacts pinyon jay nesting habitat,2018,"['Johnson, K', 'Petersen, N', 'Smith, J', 'Sadoti, G']",University of New Mexico
https://doi.org/10.1016/j.gecco.2019.e00562,Salvage logging after an insect outbreak reduces occupancy by snowshoe hares (Lepus americanus) and their primary predators,2019,"['Thomas, JP', 'Reid, ML', 'Barclay, RMR', 'Jung, TS']",University of Calgary
https://doi.org/10.1007/s11948-018-0032-6,Using Drones to Study Human Beings: Ethical and Regulatory Issues,2019,"['Resnik, DB', 'Elliott, KC']",National Institutes of Health (NIH) - USA
https://doi.org/10.1016/j.atmosenv.2016.09.010,Evaluation of fire weather forecasts using PM2.5 sensitivity analysis,2017,"['Balachandran, S', 'Baumann, K', 'Pachon, JE', 'Mulholland, JA', 'Russell, AG']",University System of Georgia
https://doi.org/10.1111/emr.12392,A structured analysis of risk to important wildlife elements in three Australian Wildlife Conservancy sanctuaries,2020,"['Smith, M', 'Jackson, C', 'Palmer, N', 'Palmer, B']",University of Western Australia
https://doi.org/10.1016/j.foreco.2017.11.004,"Interactions of predominant insects and diseases with climate change in Douglas-fir forests of western Oregon and Washington, USA",2018,"['Agne, MC', 'Beedlow, PA', 'Shaw, DC', 'Woodruff, DR', 'Lee, EH', 'Cline, SP', 'Comeleo, RL']",Oregon State University
https://doi.org/10.3390/rs13020220,Wildfire Damage Assessment over Australia Using Sentinel-2 Imagery and MODIS Land Cover Product within the Google Earth Engine Cloud Platform,2021,"['Seydi, ST', 'Akhoondzadeh, M', 'Amani, M', 'Mahdavi, S']",University of Tehran
https://doi.org/10.1016/j.foreco.2017.06.039,"Incorporating uncertainty into forest management planning: Timber harvest, wildfire and climate change in the boreal forest",2017,"['Daniel, CJ', 'Ter-Mikaelian, MT', 'Wotton, BM', 'Rayfield, B', 'Fortin, MJ']",University of Toronto
https://doi.org/10.3390/rs13071246,Deep Learning Classification of Cheatgrass Invasion in the Western United States Using Biophysical and Remote Sensing Data,2021,"['Larson, KB', 'Tuor, AR']",United States Department of Energy (DOE)
https://doi.org/10.3390/fire4030040,UAV Assisted Spatiotemporal Analysis and Management of Bushfires: A Case Study of the 2020 Victorian Bushfires,2021,"['Munawar, HS', 'Ullah, F', 'Khan, SI', 'Qadir, Z', 'Qayyum, S']",University of New South Wales Sydney
https://doi.org/10.2326/osj.19.55,"Population Status and Nesting Activity of White-rumped Vulture Gyps bengalensis in Kotli District, Azad Jammu and Kashmir, Pakistan",2020,"['Ahmad, S', 'Rehman, E', 'Kabir, M', 'Bari, F']",Quaid I Azam University
https://doi.org/10.3390/rs11030328,Monitoring Landscape Dynamics in Central US Grasslands with Harmonized Landsat-8 and Sentinel-2 Time Series Data,2019,"['Zhou, Q', 'Rover, J', 'Brown, J', 'Worstell, B', 'Howard, D', 'Wu, ZT', 'Gallant, AL', 'Rundquist, B', 'Burke, M']",United States Department of the Interior
https://doi.org/10.1016/j.scitotenv.2017.12.242,Wildfires as collateral effects of wildlife electrocution: An economic approach to the situation in Spain in recent years,2018,"['Guil, F', 'Soria, MA', 'Margalida, A', 'Perez-Garcia, JM']",Universitat de Lleida
https://doi.org/10.1093/forsci/fxz053,Forest Road Status Assessment Using Airborne Laser Scanning,2020,"['Waga, K', 'Tompalski, P', 'Coops, NC', 'White, JC', 'Wulder, MA', 'Malinen, J', 'Tokola, T']",University of Eastern Finland
https://doi.org/10.2744/CCB-1480.1,"Wildfire, Depredation, and Synergistic Management Challenges Contribute to the Decline of a Significant Population of Florida Box Turtles (Terrapene bauri)",2021,"['Jones, MT', 'Willey, LL', 'Mays, JD', 'Dodd, CK']",University of Massachusetts System
https://doi.org/10.1016/j.rse.2018.12.017,"Investigating impacts of drought and disturbance on evapotranspiration over a forested landscape in North Carolina, USA using high spatiotemporal resolution remotely sensed data",2020,"['Yang, Y', 'Anderson, M', 'Gao, F', 'Hain, C', 'Noormets, A', 'Sun, G', 'Wynne, R', 'Thomas, V', 'Sun, L']",United States Department of Agriculture (USDA)
https://doi.org/10.1002/wsb.950,Web-based application for threatened woodland caribou population modeling,2019,"['Eacker, DR', 'Hebblewhite, M', 'Steenweg, R', 'Russell, M', 'Flasko, A', 'Hervieux, D']",University of Montana System
https://doi.org/10.1016/j.polgeo.2020.102163,As the drone flies: Configuring a vertical politics of contestation within forest conservation,2020,"['Millner, N']",University of Bristol
https://doi.org/10.1002/jwmg.22009,Wild Turkey Nest Success in Pine-Dominated Forests of the Southeastern United States,2021,"['Crawford, JC', 'Porter, WF', 'Chamberlain, MJ', 'Collier, BA']",Michigan State University
https://doi.org/10.1007/s10040-017-1688-8,"Review: The distribution, flow, and quality of Grand Canyon Springs, Arizona (USA)",2018,"['Tobin, BW', 'Springer, AE', 'Kreamer, DK', 'Schenk, E']",Northern Arizona University
https://doi.org/10.1016/j.rsase.2021.100689,Advancements in the satellite sensing of the impacts of climate and variability on bush encroachment in savannah rangelands,2022,"['Maphanga, T', 'Dube, T', 'Shoko, C', 'Sibanda, M']",University of the Western Cape
https://doi.org/10.1360/N972018-01273,Research advances in disturbance and ecological processes of the treeline ecotone,2019,"['Wang, YF', 'Liang, EY']",Nanjing Forestry University
https://doi.org/10.1016/j.rse.2020.111729,Allometry and structural volume change of standing dead southern pine trees using non-destructive terrestrial LiDAR,2020,"['Klockow, PA', 'Putman, EB', 'Vogel, JG', 'Moore, GW', 'Edgar, CB', 'Popescu, SC']",Texas A&M University System
https://doi.org/10.1002/jwmg.21579,Influence of military training on breeding ecology of Bachman's sparrow,2019,"['Fish, AC', 'Moorman, CE', 'Schillaci, JM', 'DePerno, CS']",University of North Carolina
https://doi.org/10.21315/tlsr2021.32.3.7,Effects of Recreational Camping on the Environmental Values of National Parks in Sri Lanka,2021,"['Mallikage, ST', 'Perera, P', 'Newsome, D', 'Bandara, R', 'Simpson, G']",University Sri Jayewardenepura
https://doi.org/10.1002/ece3.5674,Deer do not affect short-term rates of vegetation recovery in overwash fans on Fire Island after Hurricane Sandy,2019,"['Kilheffer, CR', 'Underwood, HB', 'Raphael, J', 'Ries, L', 'Farrell, S', 'Leopold, DJ']",State University of New York (SUNY) System
https://doi.org/10.1016/j.scitotenv.2020.144614,Inter-annual variation of mercury in aquatic bird eggs and fish from a large subarctic lake under a warming climate,2021,"['Hebert, CE', 'Chetelat, J', 'Beck, R', 'Dolgova, S', 'Fordy, K', 'Kirby, P', 'Martin, P', 'Rabesca, M']",Environment & Climate Change Canada
https://doi.org/10.3390/rs11202388,Functional Phenology of a Texas Post Oak Savanna from a CHRIS PROBA Time Series,2019,"['Hill, MJ', 'Millington, A', 'Lemons, R', 'New, C']",University of North Dakota Grand Forks
https://doi.org/10.1016/j.rse.2018.07.029,Daily estimates of Landsat fractional snow cover driven by MODIS and dynamic time-warping,2018,"['Berman, EE', 'Bolton, DK', 'Coops, NC', 'Mityok, ZK', 'Stenhouse, GB', 'Moore, RD']",University of British Columbia
https://doi.org/10.1016/j.agsy.2020.102861,Reconciliation of cattle ranching with biodiversity and social inclusion objectives in large private properties in Paraguay and collective indigenous lands in Bolivia,2020,"['Painter, L', 'Nallar, R', 'Fleytas, MD', 'Loayza, O', 'Reinaga, A', 'Villalba, L']",Yale University
https://doi.org/10.1360/TB-2019-0522,"Using the new technologies and the Internet to track wild animals, bringing new opportunities for wildlife research and conservation",2020,"['Jiang, ZG']",Chinese Academy of Sciences
https://doi.org/10.1587/comex.2019GCL0037,Development of a data notification system using GEO-WAVE,2019,"['Moribe, J', 'Fujimoto, A', 'Tokita, Y']",Gifu University
https://doi.org/10.1109/IROS45743.2020.9341615,LAVAPilot: Lightweight UAV Trajectory Planner with Situational Awareness for Embedded Autonomy to Track and Locate Radio-tags,2020,"['Nguyen, HV', 'Chen, F', 'Chesser, J', 'Rezatofighi, H', 'Ranasinghe, D']",University of Adelaide
https://doi.org/10.1177/0309132517740220,"Geographies of conservation II: Technology, surveillance and conservation by algorithm",2019,"['Adams, WM']",League of European Research Universities - LERU
https://doi.org/10.1111/csp2.164,Audience research as a cornerstone of demand management interventions for illegal wildlife products: Demarketing sea turtle meat and eggs,2020,"['Verissimo, D', 'Vieira, S', 'Monteiro, D', 'Hancock, J', 'Nuno, A']",League of European Research Universities - LERU
https://doi.org/10.1071/WR18184,"Habitat preferences of reintroduced banteng (Bos javanicus) into the Salakphra Wildlife Sanctuary, Thailand",2019,"['Chaiyarat, R', 'Youngpoy, N', 'Kongsurakan, P', 'Nakbun, S']",Mahidol University
https://doi.org/10.1186/s40317-019-0183-5,Automatic detection of small PIT-tagged animals using wildlife crossings,2019,"['Testud, G', 'Vergnes, A', 'Cordier, P', 'Labarraque, D', 'Miaud, C']",Centre National de la Recherche Scientifique (CNRS)
https://doi.org/10.1371/journal.pone.0198230,Mortality and morbidity in wild Taiwanese pangolin (Manis pentadactyla pentadactyla),2019,"['Sun, NCM', 'Arora, B', 'Lin, JS', 'Lin, WC', 'Chi, MJ', 'Chen, CC', 'Pei, CJC']",National Pingtung University Science & Technology
https://doi.org/10.1675/063.042.0105,Post-Release Behavior of Surf Scoters (Melanitta perspicillata) Following an Oil Spill: an Experimental Approach to Evaluating Rehabilitation Success,2019,"['Golightly, RT', 'Gabriel, PO', 'Lockerby, CL', 'De La Cruz, SEW', 'Takekawa, JY', 'Henkel, LA', 'Maassey, JG', 'Ziccardi, MH']",California State University System
https://doi.org/10.2981/wlb.00607,Towards more compassionate wildlife research through the 3Rs principles: moving from invasive to non-invasive methods,2020,"['Zemanova, MA']",University of Basel
https://doi.org/10.1016/j.heliyon.2020.e04354,The coverage of environmental issues in FM radios in Nepal: the current status and challenges,2020,"['Paudel, PK', 'Bastola, R', 'Lopchan, PT']",Tribhuvan University
https://doi.org/10.1071/WR17147,Aerial VHF tracking of wildlife using an unmanned aerial vehicle (UAV): comparing efficiency of yellow-eyed penguin (Megadyptes antipodes) nest location methods,2019,"['Muller, CG', 'Chilvers, BL', 'Barker, Z', 'Barnsdale, KP', 'Battley, PF', 'French, RK', 'McCullough, J', 'Samandari, F']",Massey University
https://doi.org/10.1016/j.landurbplan.2019.04.023,Using citizen science to inform urban canid management,2019,"['Mueller, MA', 'Drake, D', 'Allen, ML']",University of Wisconsin System
https://doi.org/10.1071/AM20035,A trial of transmitter attachment methods for Shark Bay bandicoots (Perameles bougainville),2021,"['Sims, C', 'Rayner, K', 'Knox, F', 'Cowen, S']",Murdoch University
https://doi.org/10.1109/ACCESS.2020.2997723,A GPS-Less Localization and Mobility Modelling (LMM) System for Wildlife Tracking,2020,"['Naureen, A', 'Zhang, N', 'Furber, S', 'Shi, Q']",University of Manchester
https://doi.org/10.1111/2041-210X.13369,"Open-source, low-cost modular GPS collars for monitoring and tracking wildlife",2020,"['Foley, CJ', 'Sillero-Zubiri, C']",League of European Research Universities - LERU
https://doi.org/10.1016/j.mambio.2019.09.001,Riparian vegetation provides crucial shelter for resting otters in a human-dominated landscape,2019,"['Weinberger, IC', 'Muff, S', 'Kranz, A', 'Bontadina, F']",League of European Research Universities - LERU
https://doi.org/10.1638/2019-0197,USE OF FLUMETHRIN-IMPREGNATED COLLARS TO MANAGE AN EPIDEMIC OF SARCOPTIC MANGE IN AN URBAN POPULATION OF ENDANGERED SAN JOAQUIN KIT FOXES (VULPES MACROTIS MUTICA),2020,"['Rudd, JL', 'Clifford, DL', 'Cypher, BL', 'Hull, JM', 'Foley, JE']",University of California System
https://doi.org/10.1002/rob.21857,TrackerBots: Autonomous unmanned aerial vehicle for real-time localization and tracking of multiple radio-tagged animals,2019,"['Nguyen, HV', 'Chesser, M', 'Koh, LP', 'Rezatofighi, SH', 'Ranasinghe, DC']",University of Adelaide
https://doi.org/10.1002/jwmg.21762,Distinguishing effects of juvenile mortality and dispersal on recruitment,2019,"['Drummond, FM', 'Parker, KA', 'Lovegrove, TG', 'Armstrong, DP']",Massey University
https://doi.org/10.1002/jwmg.21909,Survival of Sharp-Tailed Grouse Under Variable Livestock Grazing Management,2020,"['Milligan, MC', 'Berkeley, LI', 'McNew, LB']",Montana State University System
https://doi.org/10.1002/jwmg.21886,Annual Pronghorn Survival of a Partially Migratory Population,2020,"['Jones, PF', 'Jakes, AF', 'Eacker, DR', 'Hebblewhite, M']",University of Montana System
https://doi.org/10.7589/2019-01-027,PREVALENCE OF ANTICOAGULANT RODENTICIDES IN FECES OF WILD RED FOXES (VULPES VULPES) IN NORWAY,2019,"['Seljetun, KO', 'Eliassen, E', 'Madslien, K', 'Viljugrein, H', 'Vindenes, V', 'Oiestad, EL', 'Moe, L']",Norwegian University of Life Sciences
https://doi.org/10.1111/cobi.13519,Characterizing the landscape of movement to identify critical wildlife habitat and corridors,2021,"['Bastille-Rousseau, G', 'Wittemyer, G']",Southern Illinois University System
https://doi.org/10.1007/s10344-018-1244-4,"Should rehabilitated hedgehogs be released in winter? A comparison of survival, nest use and weight change in wild and rescued animals",2019,"['Yarnell, RW', 'Surgey, J', 'Grogan, A', 'Thompson, R', 'Davies, K', 'Kimbrough, C', 'Scott, DM']",Nottingham Trent University
https://doi.org/10.5751/ACE-01561-150114,"Intra- and interannual regional fidelity of Semipalmated Sandpipers (Calidris pusilla) during migratory stopover in the upper Bay of Fundy, Canada",2020,"['Neima, SG', 'Hamilton, DJ', 'Gratto-Trevor, CL', 'Paquet, J']",Mount Allison University
https://doi.org/10.1093/condor/duaa029,Implanted satellite transmitters affect sea duck movement patterns at short and long timescales,2020,"['Lamb, JS', 'Paton, PWC', 'Osenkowski, JE', 'Badzinski, SS', 'Berlin, AM', 'Bowman, T', 'Dwyer, C', 'Fara, LJ', 'Gilliland, SG', 'Kenow, K', 'Lepage, C', 'Mallory, ML', 'Olsen, GH', 'Perry, MC', 'Petrie, SA', 'Savard, JPL', 'Savoy, L', 'Schummer, M', 'Spiegel, CS', 'McWilliams, SR']",University of Rhode Island
https://doi.org/10.3390/f10050458,Positioning Methods and the Use of Location and Activity Data in Forests,2019,"['Keefe, RF', 'Wempe, AM', 'Becker, RM', 'Zimbelman, EG', 'Nagler, ES', 'Gilbert, SL', 'Caudill, CC']",University of Idaho
https://doi.org/10.1002/tafs.10122,"New Insights into the Biology of Anadromous Dolly Varden in the Canning River, Arctic National Wildlife Refuge, Alaska",2019,"['Brown, RJ', 'Courtney, MB', 'Seitz, AC']",United States Department of the Interior
https://doi.org/10.1371/journal.pone.0215284,Spatial behavior in rehabilitated orangutans in Sumatra: Where do they go?,2019,"['Fechter, D', 'Ciuti, S', 'Kelle, D', 'Pratje, P', 'Dormann, CF', 'Storch, I']",University of Freiburg
https://doi.org/10.2981/wlb.00667,Estimating harvest rate and the effects of hunting pressure on northern bobwhite survival,2020,"['Wann, GT', 'Howell, PE', 'Yeiser, JM', 'Parnell, IB', 'Martin, JA']",University System of Georgia
https://doi.org/10.1080/10871209.2019.1616238,Controlled exposure reduces fear of brown bears,2019,"['Johansson, M', 'Flykt, A', 'Frank, J', 'Stoen, OG']",League of European Research Universities - LERU
https://doi.org/10.3398/064.080.0419,Female puma (Puma concolor) highway crossings in the Yucatan Peninsula,2020,"['Gonzalez, CAL', 'Torres, FC', 'Mihart, MGH']",Universidad Autonoma de Queretaro
https://doi.org/10.1002/ece3.6950,Predicting greater sage-grouse habitat selection at the southern periphery of their range,2020,"['Picardi, S', 'Messmer, T', 'Crabb, B', 'Kohl, M', 'Dahlgren, D', 'Frey, N', 'Larsen, R', 'Baxter, R']",Utah System of Higher Education
https://doi.org/10.1002/jwmg.21884,Precipitation and Reproduction are Negatively Associated with Female Turkey Survival,2020,"['Yarnall, MJ', 'Litt, AR', 'Lehman, CP', 'Rotella, JJ']",Montana State University System
https://doi.org/10.3389/fevo.2020.00034,Survival and Migration of Rock Ptarmigan in Central Scandinavia,2020,"['Nilsen, EB', 'Moa, PF', 'Broseth, H', 'Pedersen, HC', 'Hagen, BR']",Norwegian Institute Nature Research
https://doi.org/10.1002/ece3.5482,High detectability with low impact: Optimizing large PIT tracking systems for cave-dwelling bats,2019,"['van Harten, E', 'Reardon, T', 'Lumsden, LF', 'Meyers, N', 'Prowse, TAA', 'Weyland, J', 'Lawrence, R']",La Trobe University
https://doi.org/10.1111/2041-210X.13261,UAV wildlife radiotelemetry: System and methods of localization,2019,"['Shafer, MW', 'Vega, G', 'Rothfus, K', 'Flikkema, P']",Northern Arizona University
https://doi.org/10.3390/d11070100,Spatial Response to Linear Infrastructures by the Endangered Golden Lion Tamarin,2019,"['Lucas, PD', 'Alves-Eigenheer, M', 'Francisco, TM', 'Dietz, JM', 'Ruiz-Miranda, CR']",Universidade Estadual do Norte Fluminense
https://doi.org/10.1038/s41598-019-39917-5,Automated detection of koalas using low-level aerial surveillance and machine learning,2019,"['Corcoran, E', 'Denman, S', 'Hanger, J', 'Wilson, B', 'Hamilton, G']",Queensland University of Technology (QUT)
https://doi.org/10.3390/ani9060291,Does Animal Personality Affect Movement in Habitat Corridors? Experiments with Common Voles (Microtus arvalis) Using Different Corridor Widths,2019,"['Kowalski, GJ', 'Grimm, V', 'Herde, A', 'Guenther, A', 'Eccard, JA']",University of Potsdam
https://doi.org/10.1002/jwmg.21718,Genetic assignment and monitoring of yellow cardinals,2019,"['Dominguez, M', 'Pizzarello, G', 'Atencio, M', 'Scardamaglia, R', 'Mahler, B']",University of Buenos Aires
https://doi.org/10.1016/j.ijppaw.2019.07.007,"Haemoproteosis lethality in a woodpecker, with molecular and morphological characterization of Haemoproteus velans (Haemosporida, Haemoproteidae)",2019,"['Groff, TC', 'Lorenz, TJ', 'Crespo, R', 'Iezhova, T', 'Valkiunas, G', 'Sehgal, RNM']",California State University System
https://doi.org/10.1002/jwmg.21771,Spatial Use and Survivorship of Translocated Wild-Caught Texas Horned Lizards,2020,"['Miller, KJ', 'Erxleben, DR', 'Rains, ND', 'Martin, JC', 'Mathewson, HA', 'Meik, JM']",Texas A&M University System
https://doi.org/10.1038/s41598-020-61594-y,Detecting small and cryptic animals by combining thermography and a wildlife detection dog,2020,"['Karp, D']",League of European Research Universities - LERU
https://doi.org/10.1002/jwmg.21558,"Effects of distribution, behavior, and climate on mule deer survival",2019,"['Schuyler, EM', 'Dugger, KM', 'Jackson, DH']",Oregon State University
https://doi.org/10.1071/WR19043,"Movements, space use and site fidelity of translocated and resident mule deer (Odocoileus hemionus)",2019,"['Smedley, DC', 'van de Kerk, M', 'McMillan, BR', 'Hersey, KR', 'Whiting, JC', 'Larsen, RT']",Brigham Young University
https://doi.org/10.1007/s10980-019-00953-1,Modelling the functional connectivity of landscapes for greater horseshoe bats Rhinolophus ferrumequinum at a local scale,2020,"['Finch, D', 'Corbacho, DP', 'Schofield, H', 'Davison, S', 'Wright, PGR', 'Broughton, RK', 'Mathews, F']",University of Sussex
https://doi.org/10.2981/wlb.00645,Bad hare day: very low survival rate in brown hare leverets,2020,"['Karp, D', 'Gehr, B']",League of European Research Universities - LERU
https://doi.org/10.1002/ecs2.2872,Designing multi-scale hierarchical monitoring frameworks for wildlife to support management: a sage-grouse case study,2019,"[""O'Donnell, MS"", 'Edmunds, DR', 'Aldridge, CL', 'Heinrichs, JA', 'Coates, PS', 'Prochazka, BG', 'Hanser, SE']",United States Department of the Interior
https://doi.org/10.3390/ani9080492,Analysis of 19 Minerals and Cortisol in Red Deer Hair in Two Different Areas of the Stelvio National Park: A Preliminary Study,2019,"['Montillo, M', 'Caslini, C', 'Peric, T', 'Prandi, A', 'Netto, P', 'Tubaro, F', 'Pedrotti, L', 'Bianchi, A', 'Mattiello, S']",University of Udine
https://doi.org/10.1371/journal.pone.0227028,"Spatial ecology of coyotes in the urbanizing landscape of the Cuyahoga Valley, Ohio",2019,"['Franckowiak, GA', 'Perdicas, M', 'Smith, GA']",University of Akron
https://doi.org/10.1111/acv.12649,Critically Endangered marsupial calls residential gardens home,2021,"['Van Helden, BE', 'Close, PG', 'Stewart, BA', 'Speldewinde, PC', 'Comer, SJ']",University of Western Australia
https://doi.org/10.1002/ecs2.2876,Winter recreation and Canada lynx: reducing conflict through niche partitioning,2019,"['Squies, JR', 'Olson, LE', 'Roberts, EK', 'Ivan, JS', 'Hebblewhite, M']",University of Montana System
https://doi.org/10.1002/jwmg.21945,Spatial Ecology and Resource Selection of Eastern Box Turtles,2020,"['Harris, KA', 'Clark, JD', 'Elmore, RD', 'Harper, CA']",University of Tennessee System
https://doi.org/10.1071/WR19105,Wild-born versus captive-bred: a comparison of survival and refuge selection by translocated numbats (Myrmecobius fasciatus),2020,"['Palmer, N', 'Smith, MJ', 'Ruykys, L', 'Jackson, C', 'Volck, G', 'Riessen, N', 'Thomasz, A', 'Moir, C', 'Palmer, B']",University of Western Australia
https://doi.org/10.1002/jwmg.21557,Broadcast supplemental feeding and northern bobwhite demographics in Texas,2019,"['McLaughlin, JW', 'Wiley, DS', 'Dabbert, CB', 'Terhune, TM']",Texas Tech University System
https://doi.org/10.3996/082018-JFWM-074,Migratory Timing and Rates of Chinook Salmon Bound for the Kwethluk and Kisaralik Rivers,2019,"['Moses, AP', 'Staton, BA', 'Smith, NJ']",United States Department of the Interior
https://doi.org/10.1109/IPSN48710.2020.00010,PhD Forum Abstract: Scheduling Tasks on Intermittently Powered Systems,2020,"['Islam, B']",University of North Carolina
https://doi.org/10.3389/fevo.2019.00519,Evaluating Contributions of Recent Tracking-Based Animal Movement Ecology to Conservation Management,2020,"['Katzner, TE', 'Arlettaz, R']",United States Department of the Interior
https://doi.org/10.1002/jwmg.21934,Interchange and Overlap Among Four Adjacent Arctic Caribou Herds,2020,"['Prichard, AK', 'Parrett, LS', 'Lenart, EA', 'Caikoski, JR', 'Joly, K', 'Person, BT']",Alaska Department of Fish & Game
https://doi.org/10.3106/ms2018-0003,Seasonal changes in the home range of the antelope jackrabbit (Lepus alleni),2019,"['Altemus, MM', 'Koprowski, JL', 'Brown, DE']",University of Arizona
https://doi.org/10.1016/j.adhoc.2019.102066,Experimental evaluation of receive diversity techniques in distributed sensor networks,2020,"['Nabeel, M', 'Dressler, F']",University of Paderborn
https://doi.org/10.1002/ece3.5764,The ecology of suburban juvenile European hedgehogs (Erinaceus europaeus) in Denmark,2019,"['Rasmussen, SL', 'Berg, TB', 'Dabelsteen, T', 'Jones, OR']",University of Southern Denmark
https://doi.org/10.1002/jwmg.21838,Effect of Net-Gun Capture on Survival of Mule Deer,2020,"['van de Kerk, M', 'McMillan, BR', 'Hersey, KR', 'Roug, A', 'Larsen, RT']",Brigham Young University
https://doi.org/10.3389/fevo.2019.00329,Tracking Landscape-Scale Movements of Snow Buntings and Weather-Driven Changes in Flock Composition During the Temperate Winter,2019,"['Mckinnon, EA', 'Laplante, MP', 'Love, OP', 'Fraser, KC', 'Mackenzie, S', 'Vezina, F']",University of Manitoba
https://doi.org/10.1002/jwmg.21723,Survival and growth of northern bobwhite offspring post-translocation,2019,"['Lunsford, KD', 'Howell, PE', 'Roberts, TB', 'Terhune, TM', 'Martin, JA']",University System of Georgia
https://doi.org/10.1643/CE-19-187,Movement and Habitat Selection of Eastern Milksnakes (Lampropeltis triangulum) at Intact and Fragmented Sites,2020,"['Maddalena, MP', 'Row, JR', 'Dyson, ME', 'Blouin-Demers, G', 'Fedy, BC']",University of Waterloo
https://doi.org/10.1139/cjz-2018-0150,Resource selection by coyotes (Canis latrans) in a longleaf pine (Pinus palustris) ecosystem: effects of anthropogenic fires and landscape features,2019,"['Stevenson, ER', 'Lashley, MA', 'Chitwood, MC', 'Garabedian, JE', 'Swingen, MB', 'DePerno, CS', 'Moorman, CE']",University of North Carolina
https://doi.org/10.1002/ece3.4794,"An easy, flexible solution to attach devices to hedgehogs (Erinaceus europaeus) enables long-term high-resolution studies",2019,"['Barthel, LMF', 'Hofer, H', 'Berger, A']",Leibniz Institut fur Zoo und Wildtierforschung
https://doi.org/10.1002/jwmg.21662,The reproductive success of sandhill cranes in midwestern landscapes,2019,"['Fox, J', 'Semel, B', 'Ward, MP']",University of Illinois System
https://doi.org/10.1002/jwmg.21932,Caribou Distribution and Movements in a Northern Alaska Oilfield,2020,"['Prichard, AK', 'Lawhead, BE', 'Lenart, EA', 'Welch, JH']",Alaska Department of Fish & Game
https://doi.org/10.1071/WR18094,Post-release breeding of translocated sharp-tailed grouse and an absence of artificial insemination effects,2019,"['Mathews, SR', 'Coates, PS', 'Fike, JA', 'Schneider, H', 'Fischer, D', 'Oyler-McCance, SJ', 'Lierz, M', 'Delehanty, DJ']",United States Department of the Interior
https://doi.org/10.1002/jwmg.21683,Northern bobwhite breeding season habitat selection in fire-maintained pine woodland,2019,"['Rosche, SB', 'Moorman, CE', 'Pacifici, K', 'Jones, JG', 'DePerno, CS']",University of North Carolina
https://doi.org/10.1071/WR20106,Minimising mortalities in capturing wildlife: refinement of helicopter darting of chital deer (Axis axis) in Australia,2021,"['Hampton, JO', 'Amos, M', 'Pople, A', 'Brennan, M', 'Forsyth, DM']",University of Melbourne
https://doi.org/10.1002/jwmg.21870,Black Bear Movement and Food Conditioning in an Exurban Landscape,2020,"['Braunstein, JL', 'Clark, JD', 'Williamson, RH', 'Stiver, WH']",University of Tennessee System
https://doi.org/10.1002/jwmg.21947,White-Tailed Deer Population Dynamics Following Louisiana Black Bear Recovery,2020,"['Peters, RM', 'Cherry, MJ', 'Kilgo, JC', 'Chamberlain, MJ', 'Miller, KV']",University System of Georgia
https://doi.org/10.1186/s40317-019-0186-2,Performance of proximity loggers under controlled field conditions: an assessment from a wildlife ecological and epidemiological perspective,2019,"['Triguero-Ocana, R', 'Vicente, J', 'Acevedo, P']",Consejo Superior de Investigaciones Cientificas (CSIC)
https://doi.org/10.1002/jwmg.21843,Multi-Scale Assessment of Male Northern Yellow Bat Roost Selection,2020,"['Castleberry, SB', 'Bland, CR', 'Beck, JM', 'Kurimo-Beechuk, E', 'Morris, KM', 'Hepinstall-Cymerman, J']",University System of Georgia
https://doi.org/10.1002/jwmg.21914,Survival of Adult Female Bighorn Sheep Following a Pneumonia Epizootic,2020,"['Dekelaita, DJ', 'Epps, CW', 'Stewart, KM', 'Sedinger, JS', 'Powers, JG', 'Gonzales, B', 'Abella-Vu, RK', 'Darby, NW', 'Hughson, DL']",Oregon State University
https://doi.org/10.1002/jwmg.21613,"Lifetime, known-age moose reproduction in a nutritionally stressed population",2019,"['Boertje, RD', 'Frye, GG', 'Young, DD']",Alaska Department of Fish & Game
https://doi.org/10.1002/jwmg.21711,Landscape-scale habitat characteristics and neonatal white-tailed deer survival,2019,"['Wright, CA', 'McRoberts, JT', 'Wiskirchen, KH', 'Keller, BJ', 'Millspaugh, JJ']",University of Montana System
https://doi.org/10.1675/063.043.0301,Differences in Migration Timing Along the Midcontinental Flyway in Sanderling (Calidris alba) from Three Gulf of Mexico Staging Areas,2020,"['Bianchini, K', 'Newstead, DJ', 'Morrissey, CA']",University of Saskatchewan
https://doi.org/10.1111/2041-210X.13231,"OpenDropOff: An open-source, low-cost drop-off unit for animal-borne devices",2019,"['Rafiq, K', 'Appleby, RG', 'Edgar, JP', 'Jordan, NR', 'Dexter, CE', 'Jones, DN', 'Blacker, ARF', 'Cochrane, M']",Liverpool John Moores University
